,name,year,month,uri,rank,listUri,finalWorth,category,otherCompensation,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,organization,timestamp,version,naturalId,position,imageExists,selfMade,status,gender,birthDate,lastName,firstName,listDescription,title,employment,date,wealthList,familyList,selfMadeRank,thumbnail,residenceStateRegion,residenceMsa,squareImage,bioSuppress,csfDisplayFields,suppressOnProfiles,qas,bios,abouts,premiumProfile,philanthropyScore,impactInvestor,parentListUri,embargo,totalCharitableDonation,charitableDonationPercentage,numberOfSiblings,numberOfSiblingsEst,portraitImage,landscapeImage,bio,notableDeal,valueCreated,clients
973,Billionaires,2020,4,taha-mikati,945,billionaires,2200.0,Telecom,0,"{'name': 'Taha Mikati', 'uri': 'taha-mikati', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5a7fc2eca7ea431690133122/416x416.jpg?background=000000&cropX1=0&cropX2=271&cropY1=14&cropY2=285'}",True,Taha Mikati,75.0,Lebanon,,Beirut,telecom,['Telecom'],Lebanon,,1617670000514,14,faris/5/2020/8179,974,False,True,D,M,-788918400000.0,Mikati,Taha,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5a7fc2eca7ea431690133122/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5a7fc2eca7ea431690133122/416x416.jpg?background=000000&cropX1=0&cropX2=271&cropY1=14&cropY2=285,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Taha Mikati is the cofounder, with his billionaire brother Najib, of Beirut-based holding company M1 Group. ', 'Its investments include stakes in South African telecom firm MTN, fashion retailer Pepe Jeans, and prime real estate in New York, London and Monaco.', ""Mikati and his brother Najib founded Investcom in 1982, selling satellite phones at the height of Lebanon's civil war."", 'They expanded into Africa where they built cellphone towers in Ghana, Liberia and Benin, among other countries. ', ""In 2005, Investcom went public on the London Stock Exchange, and in 2009, South Africa's MTN bought the Mikatis' stake for $3.6 billion.""]","['Mikati bought a bunch of satellite phones and sold them to friends and associates in Beirut in the early 80s for $50,000 apiece.', 'His son Azmi is the CEO of M1 Group.']",False,,,,,,,,,,,,,,
974,Billionaires,2020,4,farhad-moshiri,945,billionaires,2200.0,Diversified,0,"{'name': 'Farhad Moshiri', 'uri': 'farhad-moshiri', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e77f192c7b02d000666e1b7/416x416.jpg?background=000000&cropX1=1181&cropX2=2390&cropY1=138&cropY2=1346'}",True,Farhad Moshiri,64.0,Monaco,,Monaco,diversified,['Diversified'],United Kingdom,,1617669912094,15,faris/5/2020/193497,975,True,True,U,M,-461548800000.0,Moshiri,Farhad,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5e77f192c7b02d000666e1b7/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e77f192c7b02d000666e1b7/416x416.jpg?background=000000&cropX1=1181&cropX2=2390&cropY1=138&cropY2=1346,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['An accountant by training, Farhad Moshiri once worked for such firms as Ernst & Young and Deloitte Touche.', ""After meeting Russian billionaire Usmanov in the early 90's, he became his minority partner in several projects."", 'Alongside Usmanov, he has stakes in Russian mining and steel manufacturing giant Metalloinvest and Russian wireless operator Megafon.', 'He sold his stake in Arsenal back to Usmanov in 2016 to fund his investment in English soccer club Everton. ', 'Usmanov later sold out to American billionaire Stan Kroenke. ']","['Moshiri was born in Iran, but his parents left Iran just before the 1979 revolution.']",False,,,,,,,,,,,,,,
975,Billionaires,2020,4,alexander-nesis,945,billionaires,2200.0,Finance & Investments,0,"{'name': 'Alexander Nesis', 'uri': 'alexander-nesis', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e7771a510380d0006fbbd02/416x416.jpg?background=000000&cropX1=1451&cropX2=3268&cropY1=46&cropY2=1865'}",True,Alexander Nesis,57.0,Russia,,Moscow,"metals, banking, fertilizers",['Finance & Investments'],Russia,,1618592339766,17,faris/5/2020/12217,976,True,True,U,M,-222048000000.0,Nesis,Alexander,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5e7771a510380d0006fbbd02/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e7771a510380d0006fbbd02/416x416.jpg?background=000000&cropX1=1451&cropX2=3268&cropY1=46&cropY2=1865,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Alexander Nesis got his start in the late 1980s, using uranium production waste from a mine in Uzbekistan to produce and sell rare-earth metals.', 'Nesis later founded his investment holding company ICT Group, which at one point had a stake in gold and silver producer Polymetal.', 'The company also had stakes in railcar maker United Wagon and Nomos Bank.', 'In 2013, he sold most of his stake in Nomos Bank and became co-owner of Otkritie Bank, which was nationalized in 2017. ']","['Every six months, Nesis and his friends take an exotic trip, traveling to places  the Sahara, Burma and Cambodia.', 'Brother Vitaly is CEO of Polymetal.']",False,,,,,,,,,,,,,,
976,Billionaires,2020,4,alfred-oetker,945,billionaires,2200.0,Fashion & Retail,0,"{'name': 'Alfred Oetker', 'uri': 'alfred-oetker', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5a7e0642a7ea431690131d18/416x416.jpg?background=000000&cropX1=1&cropX2=560&cropY1=74&cropY2=633'}",True,Alfred Oetker,53.0,Germany,,Bielefeld,consumer goods,['Fashion & Retail'],Germany,,1617669936086,14,faris/5/2020/194881,977,True,False,U,M,-94694400000.0,Oetker,Alfred,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5a7e0642a7ea431690131d18/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5a7e0642a7ea431690131d18/416x416.jpg?background=000000&cropX1=1&cropX2=560&cropY1=74&cropY2=633,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Alfred Oetker owns 12.5% of Dr. August Oetker, an $8 billion (sales) conglomerate with interests in food, beverages, financial services and hotels.', 'The business began in 1891 when his great-grandfather, pharmacist August Oetker, started selling non-perishable baking powder.', ""After World War II, Alfred's father, former Nazi SS officer Rudolf August Oetker, developed additional food products and successfully diversified."", 'Alfred studied economics at the University of Passau and Oxford, and speaks six languages.', ""He has a seat on the company's advisory board.""]","[""When Rudolf August passed away in 2007, at age 90, the company's ownership was divided between his eight children from three marriages."", 'Alfred has two sons with his wife, Princess Elvira Grimaldi, whose family is the Sicilian branch of the Grimaldis of Genoa and Monaco.']",False,,,,,,,,,,,,,,
977,Billionaires,2020,4,august-oetker,945,billionaires,2200.0,Fashion & Retail,0,"{'name': 'August Oetker', 'uri': 'august-oetker', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e7617a410380d0006fbabba/416x416.jpg?background=000000&cropX1=601&cropX2=1947&cropY1=22&cropY2=1367'}",True,August Oetker,76.0,Germany,,Bielefeld,consumer goods,['Fashion & Retail'],Germany,,1617669935882,13,faris/5/2020/194857,978,True,False,U,M,-782438400000.0,Oetker,August,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5e7617a410380d0006fbabba/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e7617a410380d0006fbabba/416x416.jpg?background=000000&cropX1=601&cropX2=1947&cropY1=22&cropY2=1367,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['August Oetker owns 12.5% of Dr. August Oetker, an $8 billion (sales) conglomerate with interests in food, beverages, financial services and hotels. ', 'The business began in 1891 when his great-grandfather, pharmacist August Oetker, started selling non-perishable baking powder.', ""After World War II, August's father, former Nazi SS officer Rudolf August Oetker, developed additional food products and successfully diversified."", 'August studied economics and worked for the Lehmann Brothers in the 1970s, then returned to Germany to work at the family company.', ' In 2010, at age 69, he became the advisory board chairman. His son Philip is a board member.']","[""When Rudolf August passed away in 2007, at age 90, the company's ownership was divided between his eight children from three marriages."", 'August likes classic cars -- ""Oldtimers,"" as they\'re known in Germany -- ships and classical music.']",False,,,,,,,,,,,,,,
978,Billionaires,2020,4,carl-ferdinand-oetker,945,billionaires,2200.0,Fashion & Retail,0,"{'name': 'Carl Ferdinand Oetker', 'uri': 'carl-ferdinand-oetker', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5a7e0dda31358e4955ad0e11/416x416.jpg?background=000000&cropX1=886&cropX2=3401&cropY1=293&cropY2=2806'}",True,Carl Ferdinand Oetker,47.0,Germany,,Bielefeld,consumer goods,['Fashion & Retail'],Germany,,1617669936224,13,faris/5/2020/194896,979,False,False,U,M,86918400000.0,Oetker,Carl Ferdinand,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5a7e0dda31358e4955ad0e11/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5a7e0dda31358e4955ad0e11/416x416.jpg?background=000000&cropX1=886&cropX2=3401&cropY1=293&cropY2=2806,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Carl Ferdinand Oetker owns 12.5% of Dr. August Oetker, an $8 billion (sales) conglomerate active in food, beverages, financial services and hotels.', 'The business began in 1891 when his great-grandfather, pharmacist August Oetker, started selling non-perishable baking powder.', ""After World War II, Carl Ferdinand's father, former Nazi SS officer Rudolf August Oetker, added more food products and successfully diversified."", 'Carl Ferdinand studied Economics and International Relations at Brown University, then started his career at Boston Consulting Group.', 'Since 2009, he has been with Oetker-owned Bankhaus Lampe, which serves wealthy individuals, medium-sized companies and institutional investors.']","[""When Rudolf August passed away in 2007, at age 90, the company's ownership was divided between his eight children from three marriages.""]",False,,,,,,,,,,,,,,
979,Billionaires,2020,4,christian-oetker,945,billionaires,2200.0,Fashion & Retail,0,"{'name': 'Christian Oetker', 'uri': 'christian-oetker', 'imageExists': False}",True,Christian Oetker,71.0,Germany,,Bielefeld,consumer goods,['Fashion & Retail'],Germany,,1617669936266,13,faris/5/2020/194862,980,False,False,U,M,-681868800000.0,Oetker,Christian,The World's Billionaires,,,1586300400000,False,False,,,,,,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Christian Oetker owns 12.5% of Dr. August Oetker, an $8 billion (sales) conglomerate with interests in food, beverages, financial services and hotels.', 'The business began in 1891 when his great-grandfather, pharmacist August Oetker, started selling non-perishable baking powder.', ""After World War II, Christian's father, former Nazi SS officer Rudolf August Oetker, developed additional food products and successfully diversified."", ""Christian is retired. He was responsible for the food division's market research.""]","[""When Rudolf August passed away in 2007, at age 90, the company's ownership was divided between his eight children from three marriages.""]",False,,,,,,,,,,,,,,
980,Billionaires,2020,4,julia-oetker,945,billionaires,2200.0,Fashion & Retail,0,"{'name': 'Julia Oetker', 'uri': 'julia-oetker', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e7629b7c7b02d000666c856/416x416.jpg?background=000000&cropX1=851&cropX2=2990&cropY1=259&cropY2=2399'}",True,Julia Oetker,41.0,Germany,,Bielefeld,consumer goods,['Fashion & Retail'],Germany,,1617669945995,14,faris/5/2020/194893,981,True,False,U,F,286156800000.0,Oetker,Julia,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5e7629b7c7b02d000666c856/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e7629b7c7b02d000666c856/416x416.jpg?background=000000&cropX1=851&cropX2=2990&cropY1=259&cropY2=2399,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Julia Oetker owns 12.5% of Dr. August Oetker, an $8 billion (sales) conglomerate with interests in food, beverages, financial services and hotels.', 'The business began in 1891 when her great-grandfather, pharmacist August Oetker, started selling non-perishable baking powder.', 'After World War II, her father, former Nazi SS officer Rudolf August Oetker, developed additional food products and successfully diversified.', 'Julia is married to the Italian count José Antonio Sigurtà.']","[""When Rudolf August passed away in 2007, at age 90, the company's ownership was divided between his eight children from three marriages.""]",False,,,,,,,,,,,,,,
981,Billionaires,2020,4,richard-oetker,945,billionaires,2200.0,Fashion & Retail,0,"{'name': 'Richard Oetker', 'uri': 'richard-oetker', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/56c9d350e4b062f6b59a2c99/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862'}",True,Richard Oetker,69.0,Germany,,Bielefeld,consumer goods,['Fashion & Retail'],Germany,,1617669946146,12,faris/5/2020/194861,982,True,False,U,M,-599356800000.0,Oetker,Richard,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/56c9d350e4b062f6b59a2c99/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/56c9d350e4b062f6b59a2c99/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Richard Oetker owns 12.5% of Dr. August Oetker, an $8 billion (sales) conglomerate with interests in food, beverages, financial services and hotels.', 'The business began in 1891 when his great-grandfather, pharmacist August Oetker, started selling non-perishable baking powder.', ""After World War II, Richard's father, former Nazi SS officer Rudolf August Oetker, developed additional food products and successfully diversified."", 'Brother Alfred was expected to take over as general partner in 2010, but he was blocked by older siblings, who instead crowned Richard.', 'In 2015, with a proxy fight pending before arbitrators, the groups agreed to recruit an outside CEO when Richard retired, which he did in 2017.']","[""When Rudolf August passed away in 2007, at age 90, the company's ownership was divided between his eight children from three marriages."", 'Like his father and his brother August, Richard loves classic cars -- ""Oldtimers,"" as they\'re known in Germany.']",False,,,,,,,,,,,,,,
982,Billionaires,2020,4,ou-zongrong,945,billionaires,2200.0,Real Estate,0,"{'name': 'Ou Zongrong & family', 'uri': 'ou-zongrong', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5c6e96354bbe6f2fbddc4dc0/416x416.jpg?background=000000&cropX1=406&cropX2=2012&cropY1=337&cropY2=1943'}",True,Ou Zongrong & family,56.0,China,,Shanghai,real estate,['Real Estate'],China,,1604523199394,23,faris/5/2020/1303,983,True,True,D,M,-189388800000.0,Ou,Zongrong,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5c6e96354bbe6f2fbddc4dc0/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/5c6e96354bbe6f2fbddc4dc0/416x416.jpg?background=000000&cropX1=406&cropX2=2012&cropY1=337&cropY2=1943,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Ou Zongrong chairs the Zhenro Group, a real estate and infrastructure company long based in Fuzhou but now headquartered in Shanghai. ', 'His brother Ou Zonghong, who chairs the Rongxin Group, is also a large China real estate developer.']",,False,,,,,,,,,,,,,,
983,Billionaires,2020,4,pan-weiming,945,billionaires,2200.0,Real Estate,0,"{'name': 'Pan Weiming', 'uri': 'pan-weiming', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/56c7548ee4b062f6b59a1c94/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748'}",True,Pan Weiming,56.0,China,,Guangzhou,real estate,['Real Estate'],China,,1587678855469,9,faris/5/2020/10798,984,True,True,D,M,-189388800000.0,Pan,Weiming,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/56c7548ee4b062f6b59a1c94/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/56c7548ee4b062f6b59a1c94/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Pan Weiming chairs the Fullsun Group, whose main businesses are construction and property development. \r\n', 'Pan quit his job of a magistrate in 1993 in Conghua in Guangdong and started his first property company with his brother.']",,False,,,,,,,,,,,,,,
984,Billionaires,2020,4,miuccia-prada,945,billionaires,2200.0,Fashion & Retail,0,"{'name': 'Miuccia Prada', 'uri': 'miuccia-prada', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e76d828d8e1ae0007b7263e/416x416.jpg?background=000000&cropX1=808&cropX2=2296&cropY1=681&cropY2=2171'}",True,Miuccia Prada,70.0,Italy,,Milan,luxury goods,['Fashion & Retail'],Italy,Prada S.p.A,1617669709648,14,faris/5/2020/7042,985,True,False,D,F,-651542400000.0,Prada,Miuccia,The World's Billionaires,"CEO, Fashion Designer","{'name': 'Prada S.p.A', 'uri': 'companies/prada', 'title': 'CEO, Fashion Designer', 'government': False, 'revenue': 4930.0, 'revenueYear': 2013}",1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5e76d828d8e1ae0007b7263e/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e76d828d8e1ae0007b7263e/416x416.jpg?background=000000&cropX1=808&cropX2=2296&cropY1=681&cropY2=2171,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Miuccia Prada is the co-CEO and lead designer of the handbag and fashion empire Prada, which was founded in 1913 by her grandfather.', 'She runs the business with her husband and co-CEO, fellow billionaire Patrizio Bertelli.', 'In 1977 she and her siblings Alberto and Marina inherited the company.', 'That same year, Miuccia met Bertelli, who ran a luxury leather company at the time but joined Prada a year later.', 'The couple took Prada public in 2011, listing its shares in Hong Kong.']","['Muiccia reportedly spent five years training and performing as a mime.', 'She reportedly earned a degree in political science from the University of Milan in 1973 and was a member of the Italian Communist Party.']",False,,,,,,,2.0,False,,,,,,
985,Billionaires,2020,4,shashi-ravi-ruia,945,billionaires,2200.0,Diversified,0,"{'name': 'Shashi & Ravi Ruia', 'uri': 'shashi-ravi-ruia', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d9f585567dd830006a32383/416x416.jpg?background=000000&cropX1=670&cropX2=3510&cropY1=0&cropY2=2839'}",True,Shashi & Ravi Ruia,,India,,Mumbai,diversified,['Diversified'],India,,1602557876845,13,faris/5/2020/7826,986,True,False,D,M,,Ruia,Shashi & Ravi,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5d9f585567dd830006a32383/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5d9f585567dd830006a32383/416x416.jpg?background=000000&cropX1=670&cropX2=3510&cropY1=0&cropY2=2839,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"[""Mumbai brothers Shashi & Ravi Ruia's  Essar Group has interests in shipping, oil refining, infrastructure and metals and mining."", ""Their Essar Steel was sold under India's Insolvency and Bankruptcy Code to steel billionaire Lakshmi Mittal's Arcelor Mittal and Japan's Nippon Steel."", 'The Ruias still own the profitable Stanlow oil refinery in the U.K. through privately held Essar Energy. ', 'Since 2017, the brothers have repaid $20 billion in debt. ']","['The siblings concluded a long-pending deal in August 2017 to sell their Essar Oil assets to Russian oil-producer Rosneft for $12.9 billion. ', 'The brothers regard 13 as their lucky number.']",False,,,,,,,,,,,,,,
986,Billionaires,2020,4,rosely-schweizer,945,billionaires,2200.0,Fashion & Retail,0,"{'name': 'Rosely Schweizer', 'uri': 'rosely-schweizer', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7034b331358e35dd26df5c/416x416.jpg?background=000000&cropX1=153&cropX2=1254&cropY1=25&cropY2=1126'}",True,Rosely Schweizer,79.0,Germany,,Bielefeld,consumer goods,['Fashion & Retail'],Germany,,1617669946132,11,faris/5/2020/194858,987,True,False,U,F,-929750400000.0,Schweizer,Rosely,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5c7034b331358e35dd26df5c/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5c7034b331358e35dd26df5c/416x416.jpg?background=000000&cropX1=153&cropX2=1254&cropY1=25&cropY2=1126,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Rosely Schweizer owns 12.5% of Dr. August Oetker, an $8 billion (sales) conglomerate with interests in food, beverages, financial services and hotels.', 'The business began in 1891 when her great-grandfather, pharmacist August Oetker, started selling non-perishable baking powder.', 'After World War II, her father, former Nazi SS officer Rudolf August Oetker, developed additional food products and successfully diversified.', ""Rosely studied economics in Innsbruck, Austria, and worked at the family's sparkling wine and spirits company, Henkell & Soehnlein."", ""Rosely, who has been active in politics with Germany's Christian Democratic Union, served as the parent company's advisory board chairwoman until 2010.""]","['In 2001, Rosely Schweizer joined with the German Society of Female Entrepreneurs to found the Kaete-Ahlmann-Foundation, named after her grandmother.', ""In 2019, her son Rudolf Louis Schweizer became chairman of Dr. August Oetker's board.""]",False,,,,,,,,,,,,,,
987,Billionaires,2020,4,brian-sheth,945,billionaires,2200.0,Finance & Investments,0,"{'name': 'Brian Sheth', 'uri': 'brian-sheth', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8b3ed76de3150009a50d04/416x416.jpg?background=000000&cropX1=526&cropX2=2646&cropY1=40&cropY2=2159'}",True,Brian Sheth,44.0,United States,Texas,Austin,investments,['Finance & Investments'],United States,,1599249705518,9,faris/5/2020/197717,988,True,True,E,M,186192000000.0,Sheth,Brian,The World's Billionaires,,,1586300400000,False,False,9.0,http://specials-images.forbesimg.com/imageserve/5d8b3ed76de3150009a50d04/280x425.jpg?fit=scale&background=000000,South,"Austin, TX",//specials-images.forbesimg.com/imageserve/5d8b3ed76de3150009a50d04/416x416.jpg?background=000000&cropX1=526&cropX2=2646&cropY1=40&cropY2=2159,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Brian Sheth cofounded private equity firm Vista Equity Partners in 2000 with  Robert Smith. ', 'Sheth oversees all deal-making at Vista, which has in recent years conducted more software acquisitions than any other company or investor. ', 'Prior to launching Vista, where he serves as president, Sheth worked at Bain Capital, Goldman Sachs and Deutsche Morgan Grenfell.', 'He received a Bachelor of Science degree in economics from the University of Pennsylvania.', 'Sheth is chairman of Global Wildlife Conservation, an environmental foundation based in Austin, Texas.']",['Sheth grew up lower-middle class in a Boston suburb; his father is an immigrant from India and his mother Irish-Catholic.'],False,2.0,,,,,,,,,,,,,
988,Billionaires,2020,4,kavitark-ram-shriram,945,billionaires,2200.0,Technology,0,"{'name': 'Kavitark Ram Shriram', 'uri': 'kavitark-ram-shriram', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/59de75594bbe6f37dda0582b/416x416.jpg?background=000000&cropX1=645&cropX2=1715&cropY1=135&cropY2=1205'}",True,Kavitark Ram Shriram,63.0,United States,California,Menlo Park,"venture capital, Google",['Technology'],United States,Sherpalo Ventures,1599249705458,9,faris/5/2020/7806,989,True,True,U,M,-408499200000.0,Shriram,Kavitark Ram,The World's Billionaires,Investor,"{'name': 'Sherpalo Ventures', 'title': 'Managing Partner', 'government': False}",1586300400000,False,False,10.0,http://specials-images.forbesimg.com/imageserve/59de75594bbe6f37dda0582b/280x425.jpg?fit=scale&background=000000,West,"San Francisco-Oakland-Fremont, CA",//specials-images.forbesimg.com/imageserve/59de75594bbe6f37dda0582b/416x416.jpg?background=000000&cropX1=645&cropX2=1715&cropY1=135&cropY2=1205,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['An early Google backer, Kavitark Ram Shriram has sold of most of his stock but remains on the board of its parent company, Alphabet. ', 'Born in India, Shriram studied math at the University of Madras. After moving to the U.S. he joined Netscape in 1994 as an executive.', 'Later he became president of Junglee, an online comparison shopping firm acquired by Amazon in 1998. Ram took on a vice president position at Amazon.', 'He left Amazon and since 2000 has been investing in technology startups through his firm, Sherpalo Ventures. ', 'His portfolio includes online invitation service Paperless Post, online HR service provider Gusto and mobile advertising company InMobi. ']","['In 2014, Shriram and his wife donated $61 million to engineering initiatives at Stanford University, which both of his daughters attended and where he is a trustee.', ""The name of Shriram's VC company, Sherpalo, comes from combining the words sherpa and Palo Alto.""]",False,4.0,,,,,,,,,,,,,
989,Billionaires,2020,4,sze-man-bok,945,billionaires,2200.0,Manufacturing,0,"{'name': 'Sze Man Bok', 'uri': 'sze-man-bok', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800'}",True,Sze Man Bok,70.0,China,,Jinjiang,hygiene products,['Manufacturing'],China,,1604523214087,15,faris/5/2020/223,990,True,True,D,M,-631152000000.0,Sze,Man Bok,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"[""Sze Man Bok cofounded (with fellow billionaire Hui Lin Chit) and chairs Hengan International, China's largest home-grown supplier of sanitary napkins."", 'Hengan International leads in industry sales in China over global giants such as Proctor & Gamble, Johnson &amp; Johnson and Kimberly-Clark. ']",,False,,,,,,,,,,,,,,
990,Billionaires,2020,4,tang-yiu,945,billionaires,2200.0,Fashion & Retail,0,"{'name': 'Tang Yiu', 'uri': 'tang-yiu', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/603531e36ddcc3f739f6361e/416x416.jpg?background=000000&cropX1=955&cropX2=3819&cropY1=50&cropY2=2912'}",True,Tang Yiu,86.0,Hong Kong,,Hong Kong,fashion retail,['Fashion & Retail'],Hong Kong,,1614191767547,18,faris/5/2020/8406,991,True,True,U,M,-1128297600000.0,Tang,Yiu,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/603531e36ddcc3f739f6361e/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/603531e36ddcc3f739f6361e/416x416.jpg?background=000000&cropX1=955&cropX2=3819&cropY1=50&cropY2=2912,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Tang Yiu founded footwear and sportswear retailer Belle International in 1982.', ""Top brands in Belle's repertoire include Teenmix and Staccato."", 'The company went public on the Hong Kong Stock Exchange in 2007.', 'He took Belle private and sold his stake in April 2017, in a deal that valued the company at $6.8 billion.', 'He appears to no longer have any role in the company. ']",,False,,,,,,,,,,,,,,
