,name,year,month,uri,bio,rank,listUri,finalWorth,category,otherCompensation,countryRank,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,organization,timestamp,version,moneyRank,pressRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,title,employment,date,wealthList,familyList,selfMadeRank,previousRank,thumbnail,residenceStateRegion,residenceMsa,squareImage,bioSuppress,csfDisplayFields,suppressOnProfiles,bios,abouts,premiumProfile,philanthropyScore,totalCharitableDonation,charitableDonationPercentage,impactInvestor,numberOfSiblings,numberOfSiblingsEst,qas,portraitImage,landscapeImage,investments,notableDeal,valueCreated,parentListUri,embargo
1326,Billionaires,2019,3,park-hyeon-joo,,1281,billionaires,1800.0,Finance and Investments,0,15.0,"{'name': 'Park Hyeon-joo', 'uri': 'park-hyeon-joo', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/60b1289686f393d366d1fb5b/416x416.jpg?background=000000&cropX1=0&cropX2=2166&cropY1=48&cropY2=2214'}",True,Park Hyeon-joo,60.0,South Korea,,Seoul,mutual funds,['Finance and Investments'],South Korea,Mirae Asset,1562707667617,36,0.0,0.0,0.0,faris/5/2019/8961,1327,True,-100.0,-5.26315789473685,True,D,M,-353721600000.0,93.0,Park,Hyeon-joo,The World's Billionaires,,"{'name': 'Mirae Asset', 'government': False}",1551744000000,False,False,,1284.0,http://specials-images.forbesimg.com/imageserve/60b1289686f393d366d1fb5b/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/60b1289686f393d366d1fb5b/416x416.jpg?background=000000&cropX1=0&cropX2=2166&cropY1=48&cropY2=2214,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Park Hyeon-joo founded Mirae Asset Investment Advisory and a venture capital affiliate in 1997.', ""He is known as the father of South Korea's mutual fund industry and launched the country's first closed-end mutual fund in 1998. "", 'Now operating in 12 countries, his firm has approximately $90 billion in assets under management. ']","['The Mirae Asset Park Hyeon Joo Foundation provides scholarships to academically promising students from disadvantaged families.', 'In 2010, the Harvard Business School selected Mirae for a case study for its M.B.A. program. ']",False,,,,,,,,,,,,,,
1327,Billionaires,2019,3,heloise-pratt,,1281,billionaires,1800.0,Manufacturing,0,,"{'name': 'Heloise Pratt', 'uri': 'heloise-pratt', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e73f7142a573300068fc89b/416x416.jpg?background=000000&cropX1=231&cropX2=1599&cropY1=147&cropY2=1516'}",True,Heloise Pratt,56.0,Australia,,Melbourne,"manufacturing, investment",['Manufacturing'],Australia,,1586220822498,21,,,,faris/5/2019/194673,1328,False,,,False,D,F,-230428800000.0,,Pratt,Heloise,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/5e73f7142a573300068fc89b/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e73f7142a573300068fc89b/416x416.jpg?background=000000&cropX1=231&cropX2=1599&cropY1=147&cropY2=1516,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['She is the sister of fellow billionaires Anthony Pratt and Fiona Geminder.', ""The three siblings hold stakes in the Melbourne family's Visy Asia-Pacific packaging business. "", 'Heloise also built Thorney Investments with her now-separated husband, Alex Waislitz. ', 'The firm holds stakes in more than 20 listed companies, ranging from gas and mining services to renewable energy, biotech and airline bookings.', 'She also owns about 30% of listed investment company Thorney Opportunities and a property portfolio.']","[""Pratt oversees the Pratt Foundation's $1 billion fund, which distributes around $20 million annually.""]",False,,,,,,,,,,,,,,
1328,Billionaires,2019,3,jianhua-ren,,1281,billionaires,1800.0,Manufacturing,0,148.0,"{'name': 'Ren Jianhua', 'uri': 'jianhua-ren', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/562a5a9ee4b0ffa7afe63015/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827'}",True,Ren Jianhua,62.0,China,,Hangzhou,kitchen appliances,['Manufacturing'],China,,1573074756776,14,0.0,0.0,0.0,faris/5/2019/9404,1329,False,-1300.0,-41.93548387096774,True,D,M,-423446400000.0,99.0,Ren,Jianhua,The World's Billionaires,,,1551826800000,False,False,,766.0,http://specials-images.forbesimg.com/imageserve/562a5a9ee4b0ffa7afe63015/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/562a5a9ee4b0ffa7afe63015/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Ren Jianhua chairs Shenzhen-listed kitchen appliance maker Hangzhou Robam Appliances.', 'The company claims its products, which include range hoods, microwaves and gas stoves, are in over 35 million households. ', 'It was founded in 1979 and its first generation range hood, created by Robam and the deepartment of aeronautics and astronautics, came out in 1987.', 'Ren borrowed $5.4 million at the end of 1998 to take control of the company.', 'It now has 35,000 employees and 278 patents. ']",,False,,,,,,,,,,,,,,
1329,Billionaires,2019,3,francisco-jose-riberas-mera,,1281,billionaires,1800.0,Manufacturing,0,,"{'name': 'Francisco Jose Riberas Mera', 'uri': 'francisco-jose-riberas-mera', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7210a14bbe6f51818ab809/416x416.jpg?background=000000&cropX1=2004&cropX2=4114&cropY1=24&cropY2=2132'}",True,Francisco Jose Riberas Mera,54.0,Spain,,Madrid,"steel, autoparts",['Manufacturing'],Spain,,1612058444026,24,,,,faris/5/2019/194898,1330,False,,,False,D,M,-176256000000.0,,Riberas Mera,Francisco Jose,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/5c7210a14bbe6f51818ab809/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5c7210a14bbe6f51818ab809/416x416.jpg?background=000000&cropX1=2004&cropX2=4114&cropY1=24&cropY2=2132,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Francisco José Riberas Mera and his brother, Juan María, return to the list following the IPO of auto parts firm Gestamp Automocion in April 2017.', 'Francisco is executive chairman of Gestamp Automocion.', 'The company does business in 21 countries and has 36,000 employees.', 'The brothers also control metal producer Group Gonvarri and renewable energy firm Acek Energias Renovables.', 'They are the largest shareholders of Madrid-listed car components maker CIE Automotive. ']","[""Francisco and Juan Maria's late father, Francisco Riberas Pampliega, founded a small steel trading company in 1958.""]",False,,,,,,,,,,,,,,
1330,Billionaires,2019,3,juan-maria-riberas-mera,,1281,billionaires,1800.0,Metals & Mining,0,,"{'name': 'Juan Maria Riberas Mera', 'uri': 'juan-maria-riberas-mera', 'imageExists': False}",True,Juan Maria Riberas Mera,50.0,Spain,,Madrid,steel,['Metals & Mining'],Spain,,1586220910446,15,,,,faris/5/2019/194801,1331,False,,,False,U,M,-39484800000.0,,Riberas Mera,Juan Maria,The World's Billionaires,,,1551826800000,False,False,,,,,,,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Juan María Riberas Mera and his billionaire brother, Francisco, rejoin the Forbes list following the April 2017 IPO of autoparts firm Gestamp.', 'Their late father, Francisco Riberas Pampliega, founded a small steel trading company in 1958.', ""Within 20 years, the company became one of Spain's largest steel companies and diversified into auto parts in 1997. "", 'Juan Maria, known as Jon, started at the company in a junior management position in 1992 after getting law and business degrees.', 'The brothers also control steel producer Group Gonvarri and renewable energy firm Acek Energías Renovables.']",,False,,,,,,,,,,,,,,
1331,Billionaires,2019,3,brian-roberts,,1281,billionaires,1800.0,Service,0,427.0,"{'name': 'Brian Roberts', 'uri': 'brian-roberts', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/618be22a430d0dd3ba3b72d2/416x416.jpg?background=000000&cropX1=1050&cropX2=1670&cropY1=279&cropY2=898'}",True,Brian Roberts,59.0,United States,Pennsylvania,Philadelphia,Comcast,['Service'],United States,,1567519298391,14,0.0,0.0,0.0,faris/5/2019/6766,1332,True,0.0,0.0,False,E,M,-331776000000.0,225.0,Roberts,Brian,The World's Billionaires,,,1551744000000,False,False,,1339.0,http://specials-images.forbesimg.com/imageserve/618be22a430d0dd3ba3b72d2/280x425.jpg?fit=scale&background=000000,Northeast,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",https://specials-images.forbesimg.com/imageserve/618be22a430d0dd3ba3b72d2/416x416.jpg?background=000000&cropX1=1050&cropX2=1670&cropY1=279&cropY2=898,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Brian Roberts, the CEO and chairman of media and technology company Comcast, has sole voting power over approximately a third of the company's stock"", 'His father Ralph (d.2015) was the founder of Comcast, where Brian had his first internship at age 15.', 'Roberts became president in 1990 at age 31; seven years later, his father Ralph transferred the bulk of his voting shares in the company to him.', 'Comcast, with 3 primary businesses, Comcast Cable, NBCUniversal and Sky, posted revenues of over $94.5 billion and a profit of $11.7 billion in 2018.', 'In 2018, Comcast acquired UK-based Sky, the telecom and media company that operates Sky News broadcast network and produces original content.']","['A top ranked squash player, Roberts earned a gold medal with the U.S. team in 2005 and silver medals at the 1981, 1985 and 1997 Maccabiah Games in Israel.']",False,,,,,,,,,,,,,,
1332,Billionaires,2019,3,stephen-rubin,,1281,billionaires,1800.0,Fashion & Retail,0,,"{'name': 'Stephen Rubin', 'uri': 'stephen-rubin', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e77f9ecc7b02d000666e254/416x416.jpg?background=000000&cropX1=351&cropX2=1486&cropY1=999&cropY2=2135'}",True,Stephen Rubin,81.0,United Kingdom,,London,sports apparel,['Fashion & Retail'],United Kingdom,,1586220910187,25,,,,faris/5/2019/196312,1333,True,,,False,D,M,-1035331200000.0,,Rubin,Stephen,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/5e77f9ecc7b02d000666e254/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e77f9ecc7b02d000666e254/416x416.jpg?background=000000&cropX1=351&cropX2=1486&cropY1=999&cropY2=2135,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Stephen Rubin is the chairman of Pentland Group, one of the U.K.'s largest sports apparel companies."", 'Rubin owns an estimated 49% of Pentland, which owns brands like Speedo and Berghaus and a majority stake in publicly-traded JD Sports Fashion.', 'His parents started Pentland in 1932 as a shoe wholesaler. In 1959, he joined the firm and a decade later, after his father died, took over as chair.', 'The company paid $77,500 for a 55% stake in Reebok USA in 1981, then offloaded the investment for $770 million in 1991.']","['In 2002, Rubin was named an Officer of the British Empire for his services to business and to human rights. It is one of the highest honors in the country.']",False,,,,,,,,,,,,,,
1333,Billionaires,2019,3,carlos-sanchez,,1281,billionaires,1800.0,Healthcare,0,,"{'name': 'Carlos Sanchez', 'uri': 'carlos-sanchez', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/58a0f626a7ea431f32195be9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=29&cropY2=773'}",True,Carlos Sanchez,57.0,Brazil,,Santo Andre,generic drugs,['Healthcare'],Brazil,,1586220645562,17,,,,faris/5/2019/196420,1334,True,,,False,D,M,-250732800000.0,,Sanchez,Carlos,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/58a0f626a7ea431f32195be9/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/58a0f626a7ea431f32195be9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=29&cropY2=773,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Carlos Sanchez owns and runs privately-held generic drug firm EMS S.A., which was founded by his late father.', 'EMS S.A. sells prescription, generic, branded generic and over-the-counter products. ', 'In recent years, the company has benefited from adding drugs including generic versions of Viagra and Lipitor to its sales arsenal.', ""EMS was founded by Sanchez' father, Emiliano, in 1950 as a small pharmacy. Sanchez inherited EMS at age 26 when his father died."", 'Sanchez owns 75% of EMS; the rest is owned by the sons of his sister, who passed away in 2009.']","[""Sanchez reportedly bid $85 million for Edvard Munch painting The Scream at a Sotheby's auction but was outbid by billionaire Leon Black at $119.9 million.""]",False,,,,,,,,,,,,,,
1334,Billionaires,2019,3,leonard-schleifer,,1281,billionaires,1800.0,Healthcare,0,,"{'name': 'Leonard Schleifer', 'uri': 'leonard-schleifer', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5a908f4831358e79a28a1f00/416x416.jpg?background=000000&cropX1=1703&cropX2=3960&cropY1=354&cropY2=2613'}",True,Leonard Schleifer,66.0,United States,New York,Tarrytown,pharmaceuticals,['Healthcare'],United States,Regeneron Pharmaceuticals,1586220609828,15,,,,faris/5/2019/194284,1335,True,,,True,U,M,-551836800000.0,,Schleifer,Leonard,The World's Billionaires,CEO and Founder,"{'name': 'Regeneron Pharmaceuticals', 'uri': 'companies/regeneron-pharmaceuticals', 'title': 'CEO and Founder', 'government': False}",1551826800000,False,False,8.0,,http://specials-images.forbesimg.com/imageserve/5a908f4831358e79a28a1f00/280x425.jpg?fit=scale&background=000000,Northeast,"New York, NY",//specials-images.forbesimg.com/imageserve/5a908f4831358e79a28a1f00/416x416.jpg?background=000000&cropX1=1703&cropX2=3960&cropY1=354&cropY2=2613,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Leonard Schleifer cofounded drugmaker Regeneron in 1988, and remains CEO of the Tarrytown, New York company.', ""Schleifer took Regeneron public in 1991; he owns nearly 4% of the company's common stock."", 'He attended Cornell on scholarship and dreamed of a medical career.', 'Regeneron has developed six FDA-approved medicines. ']","['Schleifer grew up in Queens, the son of a sweater manufacturer.', ""Sales of Regeneron's blockbuster drug Eylea, a treatment for macular degeneration, reached $4 billion in the U.S. in 2018.""]",False,,,,,,,,,,,,,,
1335,Billionaires,2019,3,thaksin-shinawatra,,1281,billionaires,1800.0,Finance and Investments,0,17.0,"{'name': 'Thaksin Shinawatra', 'uri': 'thaksin-shinawatra', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e780e37c7b02d000666e34e/416x416.jpg?background=000000&cropX1=1474&cropX2=3223&cropY1=11&cropY2=1759'}",True,Thaksin Shinawatra,69.0,United Arab Emirates,,Dubai,investments,['Finance and Investments'],Thailand,,1557340024858,41,0.0,0.0,0.0,faris/5/2019/4588,1336,True,0.0,0.0,True,E,M,-644889600000.0,97.0,Shinawatra,Thaksin,The World's Billionaires,,,1551744000000,False,False,,1339.0,http://specials-images.forbesimg.com/imageserve/5e780e37c7b02d000666e34e/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e780e37c7b02d000666e34e/416x416.jpg?background=000000&cropX1=1474&cropX2=3223&cropY1=11&cropY2=1759,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Thaksin Shinawatra, the former prime minister of Thailand, has been living in self-imposed exile in Dubai for the past decade.\r\n', 'He owns a controlling stake in property firm SC Asset, among much else. ', ""In 2017, the ruling military junta imposed a retrospective tax on Thaksin's sale of telecom firm Shin Corp's  shares to Singapore's Temasek."", 'His sister Yingluck, also a former prime minister, fled the country in 2017 to escape arrest over a rice subsidy scheme. ', ""Thaksin's son, Panthongtae Shinawatra, was indicted for alleged money laundering and has pleaded not guilty. ""]",,False,,,,,,,,,,,,,,
1336,Billionaires,2019,3,shu-ping,,1281,billionaires,1800.0,Food and Beverage,0,,"{'name': 'Shu Ping', 'uri': 'shu-ping', 'imageExists': False, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800'}",True,Shu Ping,49.0,Singapore,,,restaurants,['Food and Beverage'],Singapore,,1587679157773,58,,,,faris/5/2019/219484,1337,False,,,True,N,F,0.0,,Shu,Ping,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Shu Ping is director and one of the founders of Chinese hot pot chain Haidilao International Holdings.', 'Shu is the wife of Zhang Yong, the chairman of Haidilao.', 'Haidilao cofounders Shu, Zhang Yong, Shi Yonghong and Li Haiyan set up their first restaurant with personal savings in 1994.', ""Shu helps oversee Haidilao's management and strategic development.""]",,False,,,,,,,,,,,,,,
1337,Billionaires,2019,3,shum-chiu-hung,,1281,billionaires,1800.0,Real Estate,0,148.0,"{'name': 'Shum Chiu Hung & family', 'uri': 'shum-chiu-hung', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e74faa12a573300068fddeb/416x416.jpg?background=000000&cropX1=1201&cropX2=2871&cropY1=78&cropY2=1748'}",True,Shum Chiu Hung & family,49.0,China,,Guangzhou,real estate,['Real Estate'],China,,1573074713695,20,0.0,0.0,0.0,faris/5/2019/2615,1338,False,500.0,38.46153846153845,True,U,M,0.0,99.0,Shum,Chiu Hung,The World's Billionaires,,,1551826800000,False,False,,1756.0,http://specials-images.forbesimg.com/imageserve/5e74faa12a573300068fddeb/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e74faa12a573300068fddeb/416x416.jpg?background=000000&cropX1=1201&cropX2=2871&cropY1=78&cropY2=1748,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Shum chairs Times Property, a Chinese real estate developer. ', 'Shum holds an EMBA degree from Fudan University in 2006.']",,False,,,,,,,,,,,,,,
1338,Billionaires,2019,3,sylvia-stroeher,,1281,billionaires,1800.0,Fashion & Retail,0,,"{'name': 'Sylvia Stroeher', 'uri': 'sylvia-stroeher', 'imageExists': False, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800'}",True,Sylvia Stroeher,63.0,Germany,,Darmstadt,cosmetics,['Fashion & Retail'],Germany,,1586220652603,25,,,,faris/5/2019/7459,1339,False,,,False,D,F,-460512000000.0,,Stroeher,Sylvia,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['In 2003, Sylvia Stroeher received around $1 billion when her family sold 80% of hair-care group Wella AG to Procter & Gamble. ', ""In 1927, her great-grandfather Franz bought the rights to a process that used hot curlers and chemicals to put long-lasting waves into women's hair."", 'Sylvia and her husband, a former nurse, have a renowned collection of contemporary German art that includes works by Baselitz, Immendorff and Kiefer. ', 'Part of the collection is housed in the Museum Kueppersmuhle in Duisburg, Germany.', 'An extension to the museum by star architect Pierre de Meuron is set to open in 2019.']","[""In 2013, Sylvia helped struggling German publishing house Suhrkamp by paying writers' remuneration for some time; she now sits on its supervisory board.""]",False,,,,,,,,,,,,,,
1339,Billionaires,2019,3,david-teoh,,1281,billionaires,1800.0,Telecom,0,,"{'name': 'David Teoh & family', 'uri': 'david-teoh', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e73f4c110380d0006bda8f8/416x416.jpg?background=000000&cropX1=1174&cropX2=4628&cropY1=120&cropY2=3572'}",True,David Teoh & family,63.0,Australia,,Sydney,telecom,['Telecom'],Australia,,1586220793188,21,,,,faris/5/2019/193411,1340,False,,,True,U,M,-441849600000.0,,Teoh,David,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/5e73f4c110380d0006bda8f8/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e73f4c110380d0006bda8f8/416x416.jpg?background=000000&cropX1=1174&cropX2=4628&cropY1=120&cropY2=3572,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Teoh is the founder and executive chairman of TPG Telecom. He emigrated from Malaysia in 1986.', 'A series of smart acquisitions transformed the company from a computer retailer into a major internet service provider in Australia.', 'Teoh owns more than a third of the company with his wife, Vicky, who helped him get started but is no longer involved. ', ""Vicky and their four sons have launched more than a dozen startups. They've also started a property investment company.""]","['Famously publicity-shy, Teoh managed to avoid all media photographers until one staked out his Sydney home for three days in 2015.']",False,,,,,,,,,,,,,,
1340,Billionaires,2019,3,wichai-thongtang,,1281,billionaires,1800.0,Real Estate,0,17.0,"{'name': 'Wichai Thongtang', 'uri': 'wichai-thongtang', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/60d9f1892014462fc79cb54d/416x416.jpg?background=000000&cropX1=0&cropX2=844&cropY1=0&cropY2=844'}",True,Wichai Thongtang,72.0,Thailand,,Bangkok,investments,['Real Estate'],Thailand,,1557340024829,25,0.0,0.0,0.0,faris/5/2019/193156,1341,True,100.0,5.882352941176478,True,U,M,-725846400000.0,97.0,Thongtang,Wichai,The World's Billionaires,,,1551744000000,False,False,,1394.0,http://specials-images.forbesimg.com/imageserve/60d9f1892014462fc79cb54d/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/60d9f1892014462fc79cb54d/416x416.jpg?background=000000&cropX1=0&cropX2=844&cropY1=0&cropY2=844,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Lawyer-turned-investor Wichai Thongtang, gets the biggest chunk of his fortune from a minority stake in hospital operator Bangkok Dusit. ', ""Wichai's portfolio includes TWZ, a distributor of mobile phones and peripheral devices. "", 'Wichai has set up Link Network, a countrywide network of retailers.']","['He has represented former prime minister Thaksin Shinawatra.', ""Wichai's loss-ridden cable-TV company was shut down in August 2016.\r\n""]",False,,,,,,,,,,,,,,
1341,Billionaires,2019,3,sandro-veronesi,,1281,billionaires,1800.0,Fashion & Retail,0,,"{'name': 'Sandro Veronesi & family', 'uri': 'sandro-veronesi', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e76db69d8e1ae0007b726aa/416x416.jpg?background=000000&cropX1=170&cropX2=1398&cropY1=13&cropY2=1241'}",True,Sandro Veronesi & family,59.0,Italy,,Milan,fashion,['Fashion & Retail'],Italy,,1586220726160,27,,,,faris/5/2019/193475,1342,True,,,True,D,M,-322099200000.0,,Veronesi,Sandro,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/5e76db69d8e1ae0007b726aa/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e76db69d8e1ae0007b726aa/416x416.jpg?background=000000&cropX1=170&cropX2=1398&cropY1=13&cropY2=1241,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Sandro Veronesi is the president of Calzedonia, a hosiery and lingerie retail chain he founded in 1986 in Verona, Italy. ', 'He got his start in the business by working for the Italian king of hosiery, Nerino Grassi, at the Golden Lady Company.', 'Today, his Calzedonia Group with subsidiary brands Intimissimi, Tezenis, and Falconeri, boasts 4,200 stores in 30 countries. ', 'Veronesi is passionate about wine, and opened Signorvino, a chain of wine shops, cafes and restaurants across Italy.']","['Veronesi started Calzedonia as a side business, while he was still working at the Golden Lady Company.']",False,,,,,,,,,,,,,,
1342,Billionaires,2019,3,todd-wagner,,1281,billionaires,1800.0,Media & Entertainment,0,,"{'name': 'Todd Wagner', 'uri': 'todd-wagner', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5a8f0d5c4bbe6f0fa82646b3/416x416.jpg?background=000000&cropX1=0&cropX2=1997&cropY1=133&cropY2=2130'}",True,Todd Wagner,58.0,United States,Texas,Dallas,online media,['Media & Entertainment'],United States,,1586220676703,15,,,,faris/5/2019/6809,1343,True,,,True,U,M,-297129600000.0,,Wagner,Todd,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/5a8f0d5c4bbe6f0fa82646b3/280x425.jpg?fit=scale&background=000000,South,"Dallas-Fort Worth-Arlington, TX",//specials-images.forbesimg.com/imageserve/5a8f0d5c4bbe6f0fa82646b3/416x416.jpg?background=000000&cropX1=0&cropX2=1997&cropY1=133&cropY2=2130,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['With business partner Mark Cuban, Todd Wagner joined the billionaire ranks after selling video portal Broadcast.com to Yahoo in 1999.', ""The $5.7 billion sale didn't just benefit Wagner and Cuban: their 300 employees became millionaires. "", ""Wagner safeguarded his shares against the dot-com bubble's epic burst with put options."", 'Since then, Wagner and Cuban have continued to invest together in ventures such as Magnolia Pictures, Landmark Theaters, and AXS TV. ', 'He also founded and runs online fundraising platform Charity Network, which has raised over $200 million for charity since it was started in 2014.']","['Wagner had a cameo role in the 2006 movie ""Akeelah and the Bee,"" which he also produced.  ']",False,,,,,,,,,,,,,,
1343,Billionaires,2019,3,ronald-wanek,,1281,billionaires,1800.0,Manufacturing,0,427.0,"{'name': 'Ronald Wanek', 'uri': 'ronald-wanek', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/59de76b431358e542c039eea/416x416.jpg?background=000000&cropX1=116&cropX2=1254&cropY1=44&cropY2=1181'}",True,Ronald Wanek,77.0,United States,Florida,Saint Petersburg,furniture,['Manufacturing'],United States,,1570192574681,29,0.0,0.0,0.0,faris/5/2019/9037,1344,True,-300.0,-14.285714285714292,True,D,M,-903225600000.0,225.0,Wanek,Ronald,The World's Billionaires,,,1551826800000,False,False,7.0,1157.0,http://specials-images.forbesimg.com/imageserve/59de76b431358e542c039eea/280x425.jpg?fit=scale&background=000000,South,"Tampa-St. Petersburg, FL",//specials-images.forbesimg.com/imageserve/59de76b431358e542c039eea/416x416.jpg?background=000000&cropX1=116&cropX2=1254&cropY1=44&cropY2=1181,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Ronald Wanek is the founder of America's largest home furniture manufacturer and retailer, Ashley Furniture."", 'He started his first furniture manufacturing business, Arcadia Furniture, in 1970 with a loan from his father and money he got from selling his home.', 'In 1976, he bought retailer Ashley Furniture, which had been around since the 1940s.', 'He remains chairman of Ashley Furniture; his son, Todd, has been CEO since 2002.', 'Wanek has donated millions to the Mayo Clinic to help improve treatment for a heart defect that affected his granddaughter at birth.']","['Wanek grew up on a dairy farm in Minnesota, where his grandfather and great uncle built furniture as a hobby.', ""Wanek's family office, Third Lake Capital, owns a wing restaurant chain, hotels and shopping malls.""]",False,2.0,,,,,,,,,,,,,
