,name,year,month,uri,bio,rank,listUri,finalWorth,otherCompensation,countryRank,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,timestamp,version,moneyRank,tvRadioRank,pressRank,webRank,socialRank,naturalId,position,imageExists,selfMade,gender,birthDate,countryId,lastName,firstName,listDescription,shortUri,galleryShortUri,listShortUri,date,wealthList,familyList,thumbnail,squareImage,bioSuppress,factivaHits,webHits,tvRadio,recentEarnings,recentSales,recentBudget,gdp,budget,assets,totalCompensation,salary,bonus,stockOptions,population,audienceWeb,audiencePrint,audienceTv,employees,following,category,change,changePercent,csfDisplayFields,suppressOnProfiles,organization,title,employment
42,Billionaires,2001,7,george-soros,"Eschewing risk for a change and concentrating on safer investments, his hedge fund group gained a modest 4 % last year.",50,billionaires,6000.0,,,"{'name': 'George Soros', 'uri': 'george-soros', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5f4e72bdd82a882a3012a595/416x416.jpg?background=000000&cropX1=886&cropX2=3035&cropY1=515&cropY2=2664'}",True,George Soros,70.0,United States,New York,Bedford,,['Finance'],United States,1309538272911,1309538344972,,,,,0,faris/5/2001/6963,77,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BPatn9,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5f4e72bdd82a882a3012a595/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/5f4e72bdd82a882a3012a595/416x416.jpg?background=000000&cropX1=886&cropX2=3035&cropY1=515&cropY2=2664,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
43,Billionaires,2001,7,lee-shau-kee,"Despite this real estate baron's prediction that residential real estate prices would remain stagnant, Lee has been spending a large part of this past year buying up shares in his own group of companies, spending a reported $147 million. A small investment in fellow billionaire Richard Li's Pacific Century CyberWorks lost $320,000 in one day, but Lee claims to be unfazed: ""I just pretended that I spent it on a midnight dim sum.""",52,billionaires,5900.0,,,"{'name': 'Shau Kee Lee', 'uri': 'lee-shau-kee', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/605e29dee450fb635e9d9140/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080'}",True,Shau Kee Lee,73.0,Hong Kong,,hong kong,,['Real Estate'],Hong Kong,1309538539099,1309538608826,,,,,0,faris/5/2001/4316,78,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsqzT,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/605e29dee450fb635e9d9140/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/605e29dee450fb635e9d9140/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
44,Billionaires,2001,7,eli-broad,"The founder of home builder KB Home and financial services giant Sun America is now focused on ""venture philanthropy,"" reforming urban education systems.",53,billionaires,5800.0,,,"{'name': 'Eli Broad', 'uri': 'eli-broad', 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8a72116de3150009a4faa6/416x416.jpg?background=000000&cropX1=496&cropX2=2245&cropY1=266&cropY2=2013'}",True,Eli Broad,68.0,United States,California,Brentwood,,['Real Estate'],United States,1309539621430,1309539660113,,,,,0,faris/5/2001/5656,79,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwt8gx,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5d8a72116de3150009a4faa6/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5d8a72116de3150009a4faa6/416x416.jpg?background=000000&cropX1=496&cropX2=2245&cropY1=266&cropY2=2013,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
45,Billionaires,2001,7,james-goodnight,"With partner John Sall, cofounded software maker SAS Institute in 1976. Even though the two have long been adamant about keeping the N.C.-based company private, an IPO is said to be on the horizon.",54,billionaires,5700.0,0.0,28.0,"{'name': 'James Goodnight', 'uri': 'james-goodnight', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8a6ffb22254b0008e15c68/416x416.jpg?background=000000&cropX1=754&cropX2=2040&cropY1=4&cropY2=1290'}",True,James Goodnight,58.0,United States,North Carolina,Cary,,['Technology'],United States,1337117279328,1337117327671,0.0,0.0,0.0,0.0,0,faris/5/2001/6083,80,True,False,M,-851630400000.0,225.0,Goodnight,James,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1BOTCkU,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5d8a6ffb22254b0008e15c68/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5d8a6ffb22254b0008e15c68/416x416.jpg?background=000000&cropX1=754&cropX2=2040&cropY1=4&cropY2=1290,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Billionaires,2001,7,masayoshi-son,"The man: Son came within a hair of being the richest man in the world in February last year, with a fortune peaking at $76 billion before the collapse of the Internet bubble pummeled the share price of Softbank. But things are looking up. Softbank recorded a 430% increase in profits to $300 million on sales of $3.2 billion. The fortune: 37% of Softbank, which in turn owns large chunks of Yahoo, E-Trade and other net ventures. Armed with $760 million in cash from selling Yahoo shares near the top of the market, Son's Internet empire building continues apace. However, questions about the wisdom of his purchase of the troubled Nippon Credit Bank remain. Passions: Golf. He has an artificial golf course in the basement of his house.",55,billionaires,5600.0,,,"{'name': 'Masayoshi Son', 'uri': 'masayoshi-son', 'squareImage': '//specials-images.forbesimg.com/imageserve/5e8b632801879f000703e485/416x416.jpg?background=000000&cropX1=0&cropX2=4500&cropY1=833&cropY2=5330'}",True,Masayoshi Son,43.0,Japan,,Tokyo,,['Software'],Japan,1309538270266,1309538295838,,,,,0,faris/5/2001/4605,82,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwssaU,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5e8b632801879f000703e485/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e8b632801879f000703e485/416x416.jpg?background=000000&cropX1=0&cropX2=4500&cropY1=833&cropY2=5330,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
47,Billionaires,2001,7,luciano-benetton,"Benetton, who lost his father at age 10,  got his start in 1955 when he founded a small sweater company with sister, Giuliana. He continues to run the now $1.8 billion (2000 sales) fashion empire. Other holdings: Autogrill, food catering group with $250 million in 2000 sales; Autostrade, Europe's largest publicly listed motorway network and Grandi Stazioni, which operates Italy's largest railway stations.",57,billionaires,5500.0,,,"{'name': 'Luciano Benetton', 'uri': 'luciano-benetton', 'squareImage': '//specials-images.forbesimg.com/imageserve/5e76d63f10380d0006fbb836/416x416.jpg?background=000000&cropX1=8&cropX2=1331&cropY1=35&cropY2=1359'}",True,Luciano Benetton,66.0,Italy,,Treviso,,['Apparel'],Italy,1309541160142,1309541184934,,,,,0,faris/5/2001/4884,83,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwuEPI,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5e76d63f10380d0006fbb836/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e76d63f10380d0006fbb836/416x416.jpg?background=000000&cropX1=8&cropX2=1331&cropY1=35&cropY2=1359,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
48,Billionaires,2001,7,thomas-pritzker,"After his father Jay died in 1999, Pritzker took control of the family's Hyatt hotel chain. With his uncle Robert (see), also owns jet manufacturer Galaxy Aerospace, other holdings.",57,billionaires,5500.0,,,"{'name': 'Thomas Pritzker', 'uri': 'thomas-pritzker', 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8ad63e22254b0008e164cc/416x416.jpg?background=000000&cropX1=15&cropX2=1538&cropY1=54&cropY2=1577'}",True,Thomas Pritzker,51.0,United States,Illinois,Chicago,,['Real Estate'],United States,1309539504833,1309539522033,,,,,0,faris/5/2001/6847,85,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOU6aP,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5d8ad63e22254b0008e164cc/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5d8ad63e22254b0008e164cc/416x416.jpg?background=000000&cropX1=15&cropX2=1538&cropY1=54&cropY2=1577,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
49,Billionaires,2001,7,curt-engelhorn,"In 1997 the great-grandson of the founder of BASF orchestrated the sale of  pharmaceutical firms Boehringer Mannheim and DePuy Inc. to Roche for $11 billion. His stake netted him $4.4 billion. Retired, he now lives in Bermuda with his fourth wife, Heidemarie.",60,billionaires,5400.0,,,"{'name': 'Curt Engelhorn', 'uri': 'curt-engelhorn'}",True,Curt Engelhorn,75.0,Bermuda,,Bermuda,,['Pharmaceuticals'],Germany,1309538832447,1309538854909,,,,,0,faris/5/2001/4863,86,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwt4gI,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/aab92a9272bf5d91cbbc3a43ca4a2116/280x425.jpg?fit=scale&background=000000,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
50,Billionaires,2001,7,gordon-moore,"The Intel co-founder gave half his fortune this year to fund a charitable foundation. Now entering retirement, he's giving up his Chairman Emeritus title.",60,billionaires,5400.0,,,"{'name': 'Gordon Moore', 'uri': 'gordon-moore', 'squareImage': '//specials-images.forbesimg.com/imageserve/9032bff5e34d21282fd3b61994953d63/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=52&cropY2=796'}",True,Gordon Moore,72.0,United States,California,Woodside,,,United States,1309538773583,1309538799080,,,,,0,faris/5/2001/5529,88,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwtiEF,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/9032bff5e34d21282fd3b61994953d63/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/9032bff5e34d21282fd3b61994953d63/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=52&cropY2=796,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
51,Billionaires,2001,7,hasso-plattner,"The man: Cofounder and cochairman of $5.5 billion (sales) software giant SAP. The fortune: In a weakening market, SAP is updating its image by moving to the Internet. mySAP.com, an Internet business portal which provides software to make e-businesses work, accounted for 20% of revenues last year. Passions: Avid golfer and world-class sailor, owns a golfing resort in South Africa. Through SAP will sponsor New Zealand's bid for the America&#39s Cup.",60,billionaires,5400.0,,,"{'name': 'Hasso Plattner', 'uri': 'hasso-plattner', 'squareImage': '//specials-images.forbesimg.com/imageserve/5e762726d8e1ae0007b71a6b/416x416.jpg?background=000000&cropX1=1757&cropX2=3583&cropY1=0&cropY2=1827'}",True,Hasso Plattner,57.0,Germany,,Heidelberg,,['Software'],Germany,1309541246633,1309541262902,,,,,0,faris/5/2001/4223,89,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOTrpN,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5e762726d8e1ae0007b71a6b/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e762726d8e1ae0007b71a6b/416x416.jpg?background=000000&cropX1=1757&cropX2=3583&cropY1=0&cropY2=1827,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
52,Billionaires,2001,7,gustavo-cisneros,"The man: Cisneros is increasingly a must-have contact for U.S. businesses in Latin America. An incessant networker, Cisneros seems to know everyone, including the Pope and the Dalai Lama. Although less popular at home because of ties to corrupt former president Carlos Andres Perez, Cisneros was still the person former president George Bush contacted to help set up a meeting with the current Venezuelan president Hugo Chavez in March. The fortune: His Cisneros Group has joint ventures with AOL Latin America and DirecTV. His Univision is the fastest growing television network in the U.S.  The Group also has lucrative deals with Coca-Cola and Pizza Hut.  Passions: Fishing and baseball. He and his wife are also major collectors of Latin American art. Their foundation promotes education and the protection of indigenous people in the Amazon.",64,billionaires,5300.0,,,"{'name': 'Gustavo Cisneros & family', 'uri': 'gustavo-cisneros', 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7179714bbe6f79c54748c0/416x416.jpg?background=000000&cropX1=228&cropX2=2374&cropY1=111&cropY2=2258'}",True,Gustavo Cisneros & family,56.0,Venezuela,,Caracas,,['Media'],Venezuela,1309540479321,1309540500439,,,,,0,faris/5/2001/4420,90,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwu3Of,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5c7179714bbe6f79c54748c0/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c7179714bbe6f79c54748c0/416x416.jpg?background=000000&cropX1=228&cropX2=2374&cropY1=111&cropY2=2258,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
53,Billionaires,2001,7,walter-haefner,"Walter Haefner is 90, but he's still got the stomach to handle tech stocks. To wit:  His 21% stake in Computer Associates is worth about $2.3 billion less than it was a year ago. Still, his children needn't worry: The rest of the family fortune-some $2 billion-is safely invested in Amag, a new car dealership that owns an exclusive right to sell VWs and Audis in Switzerland. Haefner also raises racehorses in Ireland and the U.S.",64,billionaires,5300.0,,,"{'name': 'Walter Haefner', 'uri': 'walter-haefner'}",True,Walter Haefner,90.0,Switzerland,,Zurich,,,Switzerland,1309540255559,1309540290364,,,,,0,faris/5/2001/4220,92,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/Sk8mkT,http://onforb.es/1IR71XC,993960000000,False,False,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
54,Billionaires,2001,7,stefan-persson,"The man: Taking his hip retail clothing chain Hennes &#38; Mauritz into new markets, he opened 90 stores in 2000 and plans to open another 100 this year. The fortune: Bumped up holdings slightly last year to 36.5% of shares. Profits were down 16% last year because of costly expansion in U.S.; stock is down 27%. But Persson believes strongly in his product-much of his wardrobe is from H&#38;M. Passions: The Mentor Foundation, a charitable organization that aims to reduce substance abuse in youth.",64,billionaires,5300.0,,,"{'name': 'Stefan Persson', 'uri': 'stefan-persson', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5c721cd64bbe6f51818ab844/416x416.jpg?background=000000&cropX1=1176&cropX2=2731&cropY1=522&cropY2=2076'}",True,Stefan Persson,53.0,Sweden,,Stockholm,,['Retail'],Sweden,1309538486865,1309538612220,,,,,0,faris/5/2001/4263,93,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsks9,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5c721cd64bbe6f51818ab844/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/5c721cd64bbe6f51818ab844/416x416.jpg?background=000000&cropX1=1176&cropX2=2731&cropY1=522&cropY2=2076,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
55,Billionaires,2001,7,donald-newhouse,"With older brother Samuel Irving (Si) Newhouse, inherited sprawling magazine and newspaper empire Advance Publications. Si runs Conde Nast magazine group; Don oversees newspapers (Newark ""Star-Ledger,"" Cleveland ""Plain Dealer"").",70,billionaires,5000.0,,,"{'name': 'Donald Newhouse', 'uri': 'donald-newhouse', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5f4e9fd63fe2632db7de396e/416x416.jpg?background=000000&cropX1=421&cropX2=2796&cropY1=63&cropY2=2436'}",True,Donald Newhouse,71.0,United States,New Jersey,Somerset County,,['Media'],United States,1309539872550,1309539892743,,,,,0,faris/5/2001/5867,96,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOTEcr,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5f4e9fd63fe2632db7de396e/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/5f4e9fd63fe2632db7de396e/416x416.jpg?background=000000&cropX1=421&cropX2=2796&cropY1=63&cropY2=2436,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
56,Billionaires,2001,7,samuel-irving-newhouse-jr,"With younger brother Donald, inherited sprawling magazine and newspaper empire Advance Publications. ""Si"" runs Conde Nast magazine division: ""Vogue,"" ""Vanity Fair,"" ""New Yorker.""",70,billionaires,5000.0,,,"{'name': 'Samuel Newhouse', 'uri': 'samuel-irving-newhouse-jr', 'imageExists': False, 'squareImage': 'http://specials-images.forbesimg.com/imageserve/57e584fa31358e16c589dd4c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=69&cropY2=813'}",True,Samuel Newhouse,73.0,United States,New York,New York,,['Media'],United States,1309539471924,1309539503950,,,,,0,faris/5/2001/5852,97,False,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsNup,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/57e584fa31358e16c589dd4c/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/57e584fa31358e16c589dd4c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=69&cropY2=813,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
57,Billionaires,2001,7,michael-otto,"The man: Eldest son of Werner Otto, founder of $2 billion (revenues) Otto Versand, which began in 1949 as a 14-page catalogue offering 28 styles of shoes and is now the world's largest mail-order company. The fortune: With his father and four siblings, owns 65% of Otto Versand, over 50% of home furnishing chain Crate &#38; Barrel, U.S. catalog retailer Spiegel and a $1.5 billion real estate portfolio in the U.S., Canada and Germany. Passions: Committed environmentalist, has established a foundation for the protection of water resources in eastern Europe and northern and central Asia.",70,billionaires,5000.0,,,"{'name': 'Michael Otto & family', 'uri': 'michael-otto', 'squareImage': '//specials-images.forbesimg.com/imageserve/5e763288c7b02d000666c927/416x416.jpg?background=000000&cropX1=583&cropX2=3246&cropY1=29&cropY2=2691'}",True,Michael Otto & family,58.0,Germany,,Hamburg,,['Retail'],Germany,1309538970765,1309538987007,,,,,0,faris/5/2001/4835,98,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsrEb,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5e763288c7b02d000666c927/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e763288c7b02d000666c927/416x416.jpg?background=000000&cropX1=583&cropX2=3246&cropY1=29&cropY2=2691,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
58,Billionaires,2001,7,august-von-finck,"Heir to founder of insurance giant Allianz. Retired in Switzerland, he oversees a fortune based on stakes in insurance, mining and chemical companies, a retail chain, property rental and leasing, and a sizable portion of Swiss restaurant and hotel chain Movenpick",70,billionaires,5000.0,,,"{'name': 'August von Finck', 'uri': 'august-von-finck', 'squareImage': '//specials-images.forbesimg.com/imageserve/58a1c68131358e1a35ab40c2/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=27&cropY2=770'}",True,August von Finck,71.0,Germany,,Switzerland,,['Investments'],Germany,1309538773762,1309538789307,,,,,0,faris/5/2001/4483,99,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsTlN,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/58a1c68131358e1a35ab40c2/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/58a1c68131358e1a35ab40c2/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=27&cropY2=770,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
59,Billionaires,2001,7,gerard-wertheimer-1,"The trend-setting House of Chanel -- founded by the Wertheimers' grandfather in 1923 -- has managed to maintain Coco's innovative flair without damaging its hard-earned reputation as the classic brand. They are co-owners of the company. The brothers also dabble in wine, owning Chateau Cannon and Chateau Rausan Segla.",70,billionaires,5000.0,,,"{'name': 'Alain &#38; Gerard Wertheimer', 'uri': 'gerard-wertheimer-1', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e759fd2c7b02d000666c44e/416x416.jpg?background=000000&cropX1=39&cropX2=1396&cropY1=18&cropY2=1375'}",True,Alain &#38; Gerard Wertheimer,0.0,France,,Paris,,['Apparel'],France,1309539061759,1309539078294,,,,,0,faris/5/2001/4400,100,False,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsFuR,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5e759fd2c7b02d000666c44e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e759fd2c7b02d000666c44e/416x416.jpg?background=000000&cropX1=39&cropX2=1396&cropY1=18&cropY2=1375,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
60,Billionaires,2001,7,serge-dassault,"The Dassaults made their name in aviation, and continue to build top-rated civilian and military jets, including the Falcon executive-jet series and the Rafale fighter-bomber. But Dassault Group's computer assisted design (CAD) business is the family's most valuable asset these days. The clan has also gotten into the high-tech venture capital game, plunking down $143 million for startup projects in Silicon Valley, Asia and Europe.",75,billionaires,4900.0,,,"{'name': 'Serge Dassault & family', 'uri': 'serge-dassault', 'squareImage': '//specials-images.forbesimg.com/imageserve/5a7dfc4a31358e4955ad0b78/416x416.jpg?background=000000&cropX1=598&cropX2=3315&cropY1=99&cropY2=2816'}",True,Serge Dassault & family,76.0,France,,,,,France,1309540105786,1309540125072,,,,,0,faris/5/2001/4200,101,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwssYF,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5a7dfc4a31358e4955ad0b78/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a7dfc4a31358e4955ad0b78/416x416.jpg?background=000000&cropX1=598&cropX2=3315&cropY1=99&cropY2=2816,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
61,Billionaires,2001,7,guenter-herz,"The man: Simmering sibling rivalry dating back to his father's death in 1965 when Gunter took control of Tchibo Holding AG group erupted, resulting in his retirement in January. He had led $4.7 billion (sales) Tchibo for nearly 36 years. The fortune: The family continues to share ownership of Tchibo, which sells coffee and consumer items in its coffee shops; a lucrative 26% share of skin care products maker Beiersdorf AG and 63% of Reemtsma, the world's fourth-largest cigarette maker. Passions: An avid racehorse fan, owns a trotter stud farm in Schleswig-Holstein.",76,billionaires,4800.0,,,"{'name': 'Gunter Herz', 'uri': 'guenter-herz', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/58a1d3a331358e1a35ab4263/416x416.jpg?background=000000&cropX1=87&cropX2=630&cropY1=95&cropY2=638'}",True,Gunter Herz,60.0,Germany,,Hamburg,,['Retail'],Germany,1309542918105,1309542938244,,,,,0,faris/5/2001/4833,102,False,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOUbeu,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/58a1d3a331358e1a35ab4263/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/58a1d3a331358e1a35ab4263/416x416.jpg?background=000000&cropX1=87&cropX2=630&cropY1=95&cropY2=638,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
62,Billionaires,2001,7,tadashi-yanai,"The man: Owner of Fast Retailing, whose Uniqlo brand casual-clothing stores saw sales grow 126% to $2 billion in the half year that ended in February. Is expanding into sporting goods and opening stores in the U.K. The fortune: Longer-term plans include moves into food and furniture retailing, as well as expansion into the U.S. market. Fast Retailing's discount sales, using direct shipping from Chinese factories to retail outlets in Japan, have lowered Japan's Consumer Price Index during the past year. Passions: Reading books and playing golf.",76,billionaires,4800.0,,,"{'name': 'Tadashi Yanai & family', 'uri': 'tadashi-yanai', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/629e5b3c7d9ce19405b62126/416x416.jpg?background=000000&cropX1=449&cropX2=3582&cropY1=90&cropY2=3219'}",True,Tadashi Yanai & family,52.0,Japan,,Yamaguchi,,['Apparel'],Japan,1309543098348,1309543118760,,,,,0,faris/5/2001/4495,103,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsrUB,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/629e5b3c7d9ce19405b62126/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/629e5b3c7d9ce19405b62126/416x416.jpg?background=000000&cropX1=449&cropX2=3582&cropY1=90&cropY2=3219,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
